timestamp,message
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 systemd: Starting Initial hibernation setup job...
1687153679000,"Jun 19 05:47:59 ip-172-31-1-10 hibinit-agent: Effective config: {'grub_update': True, 'swap_percentage': 100, 'log_to_syslog': True, 'touch_swap': False, 'state_dir': '/var/lib/hibinit-agent', 'swapoff': 'swapoff {swapfile}', 'mkswap': 'mkswap {swapfile}', 'swapon': 'swapon {swapfile}', 'swap_mb': 4000}"
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 hibinit-agent: Requesting new IMDSv2 token.
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 hibinit-agent: Instance Launch has not enabled Hibernation Configured Flag. hibinit-agent exiting!!
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 systemd: Stopping ACPI Event Daemon...
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 acpid: exiting
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 systemd: Stopped ACPI Event Daemon.
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 systemd: Starting ACPI Event Daemon...
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 systemd: Started ACPI Event Daemon.
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 systemd: Started Initial hibernation setup job.
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 acpid: starting up with netlink and the input layer
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 acpid: skipping incomplete file /etc/acpi/events/videoconf
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 acpid: 2 rules loaded
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 acpid: waiting for events: event logging is off
1687153679000,"Jun 19 05:47:59 ip-172-31-1-10 cloud-init: Cloud-init v. 19.3-46.amzn2.0.1 running 'modules:final' at Mon, 19 Jun 2023 05:47:59 +0000. Up 27.71 seconds."
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 ec2: 
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 ec2: #############################################################
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 ec2: -----BEGIN SSH HOST KEY FINGERPRINTS-----
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 ec2: 256 SHA256:OuTy2bX4fEzqf40u07CxCrcrctwQNWTGn/PaGTA3RD4 no comment (ECDSA)
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 ec2: 256 SHA256:8a2A470jEap36vm37WSACEdd326BkBhu67SIxdedJqo no comment (ED25519)
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 ec2: 2048 SHA256:95WQ/FHZUGh4DkPrtbS0WwssSdFvN6U7iemlG0V7p/w no comment (RSA)
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 ec2: -----END SSH HOST KEY FINGERPRINTS-----
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 ec2: #############################################################
1687153679000,"Jun 19 05:47:59 ip-172-31-1-10 cloud-init: Cloud-init v. 19.3-46.amzn2.0.1 finished at Mon, 19 Jun 2023 05:47:59 +0000. Datasource DataSourceEc2.  Up 27.91 seconds"
1687153679000,Jun 19 05:47:59 ip-172-31-1-10 systemd: Started Execute cloud user/final scripts.
1687153684000,"Jun 19 05:48:04 ip-172-31-1-10 dhclient[2930]: XMT: Solicit on eth0, interval 16550ms."
1687153685000,Jun 19 05:48:05 ip-172-31-1-10 systemd: Started Dynamically Generate Message Of The Day.
1687153685000,Jun 19 05:48:05 ip-172-31-1-10 systemd: Reached target Multi-User System.
1687153685000,Jun 19 05:48:05 ip-172-31-1-10 systemd: Reached target Cloud-init target.
